"","x"
"245",0.25666513917848
"246",0.162401158081575
"247",-0.00345440546112177
"248",0.190141976449422
"249",0.1845812389793
"250",0.120596459903144
"251",0.711555730507439
"252",-0.176233152232979
"253",-0.144699131045347
"254",0.147074115479382
"255",0.273520382356319
"256",0.153333302300905
"257",0.109557323180855
"258",-0.092863393705407
"259",-0.212957124766127
"260",-0.182752126177559
"261",0.261566497667957
"262",-0.00883651325952138
"263",0.356592358548117
"264",0.253286446499921
"265",-0.0891338953974484
"266",-0.0171851285347596
"267",-0.156323514024889
"268",-0.0425382043678614
"269",0.0102356759846364
"270",-0.00991275418864385
"271",-0.0429103669751222
"272",-0.210567709174877
"273",-0.155957815845994
"274",0.717309882221202
"275",0.046211272087155
"276",-0.0608082309761103
"277",0.184083722683174
"278",-0.00854664570094538
"279",-0.0811601453972189
"280",0.0176840292021887
"281",-0.0378485899087364
"282",-0.123781156165717
"283",0.160865052719893
"284",0.191467036412614
"285",0.127708002326205
"286",-0.0812117585382835
"287",0.263104104763861
"288",0.75694604470478
"289",0.785964504552282
"290",0.615095781190613
"291",0.598343330353565
"292",0.506535630569002
"293",0.191834811439022
"294",-0.0247234620559388
"295",-0.110563022075803
"296",-0.150627163843462
"297",-0.0025000889372143
"298",-0.16620136091602
"299",0.225537294617151
"300",0.61934986744501
"301",0.53138064158753
"302",0.345317319111835
"303",0.52011566529959
"304",0.466673962270583
"305",0.518820173291509
"306",0.394191511596485
"307",0.21352939328845
"308",0.260561148657214
"309",0.379446208345119
"310",0.562418583059023
"311",-0.123172035987297
"312",-0.0615655181033848
"313",-0.180133962629886
"314",0.458643618599439
"315",0.728610818343111
"316",0.253978075422822
"317",0.139867174963721
"318",0.316429404101665
"319",0.268780499970007
"320",0.279397142771813
"321",0.267260661507342
"322",0.287133842003945
"323",0.146211225686174
