"","x"
"1",-0.222552560758546
"2",-0.0189575409702549
"3",-0.140512544015892
"4",-0.0438973721387846
"5",-0.0681595622977732
"6",-0.123506665841487
"7",-0.0758881442189889
"8",-0.159673651500667
"9",-0.0868419397988148
"10",0.161379334119516
"11",0.763128837036294
"12",-0.0788137846890251
"13",-0.545372687862517
"14",-0.222748446738268
"15",-0.178085308771592
"16",-0.461271662441988
"17",-0.157828603403922
"18",-0.223464777584099
"19",-0.156998918906685
"20",-0.111576389038155
"21",-0.0448988178258259
"22",0.0503631159969039
"23",0.117249264389248
"24",0.259057177636274
"25",0.133274606786144
"26",0.366201077609077
"27",0.580751264347219
"28",0.00686392965203676
"29",0.726693887693663
"30",0.0577416760449998
"31",0.11533808557433
"32",0.465754011679929
"33",0.515804374539081
"34",0.412693537404493
"35",0.375631176248346
"36",0.315725316573018
"37",0.244560561220406
"38",0.594426499090157
"39",0.553514976395408
"40",0.4697126029021
"41",0.614340565815275
"42",-0.297694992130796
"43",0.181938816727996
"44",0.460513619434613
"45",0.405022501040251
"46",0.432921866795646
"47",0.434789780460933
"48",0.374124728833667
"49",0.0884213636522425
"50",0.118136697298643
"51",-0.0910228195152077
"52",-0.0330913041930141
"53",0.440660465879866
"54",-0.0296837076164884
"55",0.268525390123117
"56",0.27722095845622
"57",-0.0491084534101955
"58",0.322627409834766
"59",0.0911393736043657
"60",-0.0257500532678478
"61",0.120521601708122
"62",-0.0617468314911243
"63",0.0413069633569571
"64",-0.146202136405588
"65",0.243249342917016
"66",-0.162485184659454
"67",-0.0972543932606269
"68",0.0892628557715488
"69",0.290081750153851
"70",0.381281107418521
"71",0.568403990958805
"72",0.711864008241349
"73",0.442047153664226
"74",0.268203237351827
"75",0.190644584910514
"76",0.227222983444008
"77",0.22923888175012
"78",0.00563550631760187
"79",0.0103525865389152
"80",0.0186281083051379
"81",0.115582196607774
"82",-0.0346987327429784
"83",-0.0647501738273268
"84",0.0966142974834903
"85",0.236536499875862
"86",0.00286440522090712
"87",0.107184774542249
"88",0.128477284294275
"89",-0.0425335724994518
"90",0.246440304167513
"91",-0.137041337026334
"92",0.211610424325562
"93",0.136609029648786
"94",0.118975252816405
"95",-0.0100101716069193
"96",0.0980738551188558
"97",0.0669283100438848
"98",0.100212474307173
"99",-0.0639843438676681
"100",0.0582575276229793
"101",-0.067907770056935
"102",-0.109445392457705
"103",-0.0665254889774623
"104",-0.129245883570601
"105",-0.111066408561839
"106",0.195026554561291
"107",0.0689838426250153
"108",-0.0894412097761575
"109",-0.114090325438623
"110",-0.106280701695463
"111",-0.176855163521345
"112",-0.116984679925346
"113",0.0191385830130462
"114",0.100643501692027
"115",-0.0738584839506978
"116",0.0366659206837845
"117",-0.107957809302975
"118",0.487760250915984
"119",-0.167955890973273
"120",0.296744104965838
"121",0.347421568964939
"122",0.146528765021899
"123",0.362414577158681
"124",0.0933308319065862
"125",0.198915192133587
"126",0.214695602525487
"127",0.164602262433314
"128",0.180626974969714
"129",0.29739196015399
"130",0.400610674665518
"131",0.176508542669701
"132",0.13915863114281
"133",0.231984399133905
"134",0.275465461496905
"135",0.550891819089917
"136",0.22761591795954
"137",-1
"138",0.275903634094278
"139",0.299630039916478
"140",0.248143145293791
"141",0.298344178292225
"142",-0.0563253662456333
"143",-0.17811455761467
"144",0.00203294040607344
"145",-0.0228021826703301
"146",0.30468983654338
"147",-0.00120223335523259
"148",0.0852174233550815
"149",-0.0764090231135708
"150",0.010021716457227
"151",0.0164116459504524
"152",-0.0387859340607314
"153",-0.0752977678907422
"154",0.0419177728936832
"155",-0.0190906373293703
"156",0.193324040163863
"157",0.347127723627162
"158",0.596929142834757
"159",0.0647606876300463
"160",0.113596590488654
"161",-0.220905861130113
"162",1
"163",-0.181659702676185
"164",-0.143750037455993
"165",-0.017703372634433
"166",0.284905360305644
"167",0.305506110790081
"168",0.150031306047518
"169",0.673240137340679
"170",0.134895077180514
"171",0.172850002517171
"172",0.286076202686948
"173",-0.106687747812704
"174",0.244744167628701
"175",0.911838774526323
"176",0.337120085054441
"177",0.424798955886228
"178",0.0959218807117363
"179",0.0228990332659779
"180",0.143330734833583
"181",0.0871962183916889
"182",0.408741027840698
"183",0.425176879397619
"184",0.361728433798106
"185",-0.035090337102602
"186",-0.0823884534018831
"187",0.524933219924738
"188",-0.0947423126713461
"189",-0.0875737257999388
"190",-0.0604058365532556
"191",-0.0923982685824997
"192",-0.183197352511771
"193",0.124650111539548
"194",-0.0530011617522309
"195",-0.0399115355023394
"196",0.0101582869105868
"197",0.451828853627882
"198",0.295793699060604
"199",0.615268727440638
"200",-0.0752140533572033
"201",0.132207405430678
"202",0.0895470975019385
"203",-0.0190861265650561
"204",-0.137259840109646
"205",-0.0455526263384431
"206",-0.0555144250170889
"207",0.0447271388837367
"208",-0.0095894417043839
"209",0.211599524600409
"210",-0.0739728336193097
"211",0.12576471157335
"212",-0.133770702635553
"213",0.112668376959457
"214",0.138387890734634
"215",-0.00320754958762487
"216",-0.0526431741226432
"217",0.0421681437682951
"218",-0.0674601731964988
"219",-0.0308827969490123
"220",0.0178056473293503
"221",0.0261380727235243
"222",-0.0502875430514179
"223",0.0165356428866789
"224",0.585781323553847
"225",0.199919013659524
"226",0.695524534170804
"227",0.482158286186647
"228",0.355110473757339
"229",0.589606339720476
"230",0.368038098748424
"231",-0.0290948664316112
"232",-0.074495323110875
"233",-0.288270835256069
"234",0.262101560649923
"235",0.892224352793924
"236",0.116029370988999
"237",0.202651962855125
"238",0.0727815191619408
"239",-0.00538699270260047
"240",0.258826379921033
"241",0.144110819788134
"242",0.101915017001053
"243",0.0230209931576591
"244",0.0745942517706365
